"Tree"	"Family"	"Genus"	"Species"	"TreePart"	"MoistWeight"	"MoistVol1"	"DryWeight"	"MoistVol2"	"Site"	"Worker"
"J9"	"Clusiaceae"	"Mammea"	"Mammea sp."	"br"	13.874	12.4	9.305	12.4	"Fort-Dauphin-Moist"	"Sarobidy"
"J9"	"Clusiaceae"	"Mammea"	"Mammea sp."	"tr.b"	15.201	13.8	9.304	13.8	"Fort-Dauphin-Moist"	"Sarobidy"
"J9"	"Clusiaceae"	"Mammea"	"Mammea sp."	"tr.m"	19.279	17.2	11.48	17.2	"Fort-Dauphin-Moist"	"Sarobidy"
"J9"	"Clusiaceae"	"Mammea"	"Mammea sp."	"tr.h"	17.12	15.5	10.477	15.5	"Fort-Dauphin-Moist"	"Sarobidy"
"Fic3"	"Clusiaceae"	"Psorospermum"	"Psorospermum androsaemifolium"	"tr.h"	69	55	6.14	9	"Ivohibe"	"Zafyson"
"Fic3"	"Clusiaceae"	"Psorospermum"	"Psorospermum androsaemifolium"	"tr.m"	78	62	6.328	8.9	"Ivohibe"	"Zafyson"
"Fic3"	"Clusiaceae"	"Psorospermum"	"Psorospermum androsaemifolium"	"tr.b"	81	63	5.738	8	"Ivohibe"	"Zafyson"
"Fic3"	"Clusiaceae"	"Psorospermum"	"Psorospermum androsaemifolium"	"br"	50	39	5.276	8	"Ivohibe"	"Zafyson"
"SYM7"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"br"	88	79.45	18.837	25.5	"Fandriana"	"Samuelson"
"SYM2"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"br"	9	9.05	6.26	9.6	"Fandriana"	"Samuelson"
"SYM1"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"br"	10	9.95	6.778	9.6	"Fandriana"	"Samuelson"
"SYM9"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"br"	60	53.65	20.253	24	"Fandriana"	"Samuelson"
"SYM4"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"br"	32	"NA"	"NA"	"NA"	"Fandriana"	"Samuelson"
"SYM8"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"br"	33	45.45	8.095	14.9	"Fandriana"	"Samuelson"
"SYM6"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"br"	24	29.65	17.268	29.5	"Fandriana"	"Samuelson"
"SYM5"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"br"	21	24.65	3.545	6.1	"Fandriana"	"Samuelson"
"SYM3"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"br"	10	10.95	5.5	8.4	"Fandriana"	"Samuelson"
"SYM4"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"tr.b"	182	152.85	22.069	30.8	"Fandriana"	"Samuelson"
"SYM7"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"tr.b"	260	246.75	38.682	55.5	"Fandriana"	"Samuelson"
"SYM5"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"tr.b"	68	72.45	6.478	10.9	"Fandriana"	"Samuelson"
"SYM9"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"tr.b"	116	112.45	32.501	46.2	"Fandriana"	"Samuelson"
"SYM8"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"tr.b"	158	173.35	33.631	54.5	"Fandriana"	"Samuelson"
"SYM6"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"tr.b"	74	85.75	20.41	33.4	"Fandriana"	"Samuelson"
"SYM2"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"tr.b"	55	57.15	15.378	21.7	"Fandriana"	"Samuelson"
"SYM1"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"tr.b"	129	125.45	22.12	28.7	"Fandriana"	"Samuelson"
"SYM3"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"tr.b"	32	37.95	7.805	12.2	"Fandriana"	"Samuelson"
"SYM4"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"tr.m"	104	90.75	30.748	46.8	"Fandriana"	"Samuelson"
"SYM8"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"tr.m"	64	70.95	5.837	12.4	"Fandriana"	"Samuelson"
"SYM9"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"tr.m"	135	126.05	38.653	53.7	"Fandriana"	"Samuelson"
"SYM3"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"tr.m"	26	26.15	15.776	25.6	"Fandriana"	"Samuelson"
"SYM7"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"tr.m"	181	181.15	21.17	31.3	"Fandriana"	"Samuelson"
"SYM6"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"tr.m"	47	51.75	19.361	29.8	"Fandriana"	"Samuelson"
"SYM5"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"tr.m"	47	52.75	5.815	9.7	"Fandriana"	"Samuelson"
"SYM2"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"tr.m"	31	37.15	5.809	8.6	"Fandriana"	"Samuelson"
"SYM1"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"tr.m"	72	76.65	19.873	27.7	"Fandriana"	"Samuelson"
"SYM4"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"tr.h"	48	45.85	22.771	33.1	"Fandriana"	"Samuelson"
"SYM8"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"tr.h"	39	43.95	13.343	22.8	"Fandriana"	"Samuelson"
"SYM9"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"tr.h"	77	75.05	23.912	35	"Fandriana"	"Samuelson"
"SYM5"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"tr.h"	29	33.05	5.319	9.3	"Fandriana"	"Samuelson"
"SYM1"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"tr.h"	44	45.45	9.184	13.4	"Fandriana"	"Samuelson"
"SYM2"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"tr.h"	26	26.65	3.992	5.9	"Fandriana"	"Samuelson"
"SYM6"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"tr.h"	39	43.65	24.272	42.7	"Fandriana"	"Samuelson"
"SYM7"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"tr.h"	158	188.75	15.449	24.5	"Fandriana"	"Samuelson"
"SYM3"	"Clusiaceae"	"Symphonia"	"Symphonia sp."	"tr.h"	24	30.65	4.087	6.8	"Fandriana"	"Samuelson"
"F1"	"Combretaceae"	"Terminalia"	"Terminalia disjuncta"	"br"	14.34	13.2	9.36	13.2	"Fort-Dauphin-Dry"	"Sarobidy"
"F1"	"Combretaceae"	"Terminalia"	"Terminalia disjuncta"	"b"	17.225	14.7	13.16	14.7	"Fort-Dauphin-Dry"	"Sarobidy"
"F1"	"Combretaceae"	"Terminalia"	"Terminalia disjuncta"	"m"	10.799	9.3	7.19	9.3	"Fort-Dauphin-Dry"	"Sarobidy"
"F1"	"Combretaceae"	"Terminalia"	"Terminalia disjuncta"	"h"	11.562	9.5	7.592	9.5	"Fort-Dauphin-Dry"	"Sarobidy"
"F2"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	"br"	14.282	13.7	9.002	13.7	"Fort-Dauphin-Dry"	"Sarobidy"
"F2"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	"b"	14.5	12.1	8.691	12.1	"Fort-Dauphin-Dry"	"Sarobidy"
"F2"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	"m"	9.468	9.1	5.578	9.1	"Fort-Dauphin-Dry"	"Sarobidy"
"F2"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	"h"	5.43	5.2	3.58	5.2	"Fort-Dauphin-Dry"	"Sarobidy"
"F3"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	"br"	17.899	16.4	12.235	16.4	"Fort-Dauphin-Dry"	"Sarobidy"
"F3"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	"b"	14.516	12.8	10.377	12.8	"Fort-Dauphin-Dry"	"Sarobidy"
"F3"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	"m"	7.292	6.9	4.707	6.9	"Fort-Dauphin-Dry"	"Sarobidy"
"F3"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	"h"	5.862	5.7	3.321	5.7	"Fort-Dauphin-Dry"	"Sarobidy"
"F4"	"Combretaceae"	"Terminalia"	"Terminalia disjuncta"	"br"	16.578	14.8	10.879	14.8	"Fort-Dauphin-Dry"	"Sarobidy"
"F4"	"Combretaceae"	"Terminalia"	"Terminalia disjuncta"	"b"	20.278	18.2	14.107	18.2	"Fort-Dauphin-Dry"	"Sarobidy"
"F4"	"Combretaceae"	"Terminalia"	"Terminalia disjuncta"	"m"	17.742	17.7	12.503	17.7	"Fort-Dauphin-Dry"	"Sarobidy"
"F4"	"Combretaceae"	"Terminalia"	"Terminalia disjuncta"	"h"	14.606	14.3	10.546	14.3	"Fort-Dauphin-Dry"	"Sarobidy"
"F5"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	"br"	14.655	12.6	9.705	12.6	"Fort-Dauphin-Dry"	"Sarobidy"
"F5"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	"b"	20.202	17.8	14.377	17.8	"Fort-Dauphin-Dry"	"Sarobidy"
"F5"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	"m"	18.653	18.4	12.257	18.4	"Fort-Dauphin-Dry"	"Sarobidy"
"F5"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	"h"	18.921	18.2	12.18	18.2	"Fort-Dauphin-Dry"	"Sarobidy"
"F6"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	"br"	16.051	15.5	10.571	15.5	"Fort-Dauphin-Dry"	"Sarobidy"
"F6"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	"b"	16.46	16.5	12	16.5	"Fort-Dauphin-Dry"	"Sarobidy"
"F6"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	"m"	15.614	15.1	10.341	15.1	"Fort-Dauphin-Dry"	"Sarobidy"
"F6"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	"h"	17.848	17.6	11.468	17.6	"Fort-Dauphin-Dry"	"Sarobidy"
"F7"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	"br"	14.906	12.6	10.4	12.6	"Fort-Dauphin-Dry"	"Sarobidy"
"F7"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	"b"	20.733	20.7	13.963	20.7	"Fort-Dauphin-Dry"	"Sarobidy"
"F7"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	"m"	21.321	21.2	14.765	21.2	"Fort-Dauphin-Dry"	"Sarobidy"
"F7"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	"h"	18.837	18.1	13.841	18.1	"Fort-Dauphin-Dry"	"Sarobidy"
"F8"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	"br"	17.889	17.4	11.269	17.4	"Fort-Dauphin-Dry"	"Sarobidy"
"F8"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	"b"	21.53	19.9	15.095	19.9	"Fort-Dauphin-Dry"	"Sarobidy"
"F8"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	"m"	16.371	15.9	10.707	15.9	"Fort-Dauphin-Dry"	"Sarobidy"
"F8"	"Combretaceae"	"Terminalia"	"Terminalia mantaly"	"h"	13.747	14	8.782	14	"Fort-Dauphin-Dry"	"Sarobidy"
"F9"	"Combretaceae"	"Terminalia"	"Terminalia disjuncta"	"br"	10.544	10.5	7.408	10.5	"Fort-Dauphin-Dry"	"Sarobidy"
"F9"	"Combretaceae"	"Terminalia"	"Terminalia disjuncta"	"b"	22.492	21.2	16.026	21.2	"Fort-Dauphin-Dry"	"Sarobidy"
"F9"	"Combretaceae"	"Terminalia"	"Terminalia disjuncta"	"m"	13.903	13.6	"NA"	13.6	"Fort-Dauphin-Dry"	"Sarobidy"
"F9"	"Combretaceae"	"Terminalia"	"Terminalia disjuncta"	"h"	12.577	12.7	"NA"	12.7	"Fort-Dauphin-Dry"	"Sarobidy"
"Sym3"	"Cunoniaceae"	"Weinmannia"	"Weinmannia bojeri"	"tr.h"	40	38	3.224	5.7	"Ivohibe"	"Zafyson"
"Sym3"	"Cunoniaceae"	"Weinmannia"	"Weinmannia bojeri"	"tr.m"	51	50	5.216	8.9	"Ivohibe"	"Zafyson"
"Sym3"	"Cunoniaceae"	"Weinmannia"	"Weinmannia bojeri"	"tr.b"	48	47	4.001	6.9	"Ivohibe"	"Zafyson"
"Sym3"	"Cunoniaceae"	"Weinmannia"	"Weinmannia bojeri"	"br"	30	27	3.933	6.9	"Ivohibe"	"Zafyson"
"Sym8"	"Cunoniaceae"	"Weinmannia"	"Weinmannia bojeri"	"tr.h"	58	50	4.213	6.8	"Ivohibe"	"Zafyson"
"Sym8"	"Cunoniaceae"	"Weinmannia"	"Weinmannia bojeri"	"tr.m"	80	73	4.292	7.1	"Ivohibe"	"Zafyson"
"Sym8"	"Cunoniaceae"	"Weinmannia"	"Weinmannia bojeri"	"tr.b"	51	47	4.17	7.1	"Ivohibe"	"Zafyson"
"Sym8"	"Cunoniaceae"	"Weinmannia"	"Weinmannia bojeri"	"br"	58	50	3.665	5.8	"Ivohibe"	"Zafyson"
"WEI4"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	"br"	60	70.55	13.343	22.7	"Fandriana"	"Samuelson"
"WEI2"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	"br"	24	24.85	3.194	6.1	"Fandriana"	"Samuelson"
"WEI8"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	"br"	53	50.65	16.989	25.9	"Fandriana"	"Samuelson"
"WEI9"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	"br"	39	41.85	5.387	10.2	"Fandriana"	"Samuelson"
"WEI6"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	"br"	24	26.45	4.076	7.1	"Fandriana"	"Samuelson"
"WEI5"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	"br"	42	45.95	6.541	9.6	"Fandriana"	"Samuelson"
"WEI1"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	"br"	27	29.15	18.899	27.7	"Fandriana"	"Samuelson"
"WEI3"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	"br"	15	17.05	12.014	16.5	"Fandriana"	"Samuelson"
"WEI7"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	"br"	28	31.35	4.407	6.4	"Fandriana"	"Samuelson"
"WEI4"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	"tr.b"	141	167.45	8.266	13.7	"Fandriana"	"Samuelson"
"WEI9"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	"tr.b"	190	163.85	60.13	86.4	"Fandriana"	"Samuelson"
"WEI2"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	"tr.b"	93	98.35	5.654	10.1	"Fandriana"	"Samuelson"
"WEI8"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	"tr.b"	156	146.45	13.733	50.8	"Fandriana"	"Samuelson"
"WEI3"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	"tr.b"	75	72.85	18.488	25.4	"Fandriana"	"Samuelson"
"WEI5"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	"tr.b"	72	76.05	10.914	15.6	"Fandriana"	"Samuelson"
"WEI7"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	"tr.b"	112	112.45	13.2	19.3	"Fandriana"	"Samuelson"
"WEI1"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	"tr.b"	51	54.15	16.84	23	"Fandriana"	"Samuelson"
"WEI6"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	"tr.b"	54	64.35	9.738	13.7	"Fandriana"	"Samuelson"
"WEI4"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	"tr.m"	261	291.65	6.325	9.9	"Fandriana"	"Samuelson"
"WEI8"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	"tr.m"	138	124.95	13.51	20.6	"Fandriana"	"Samuelson"
"WEI2"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	"tr.m"	51	53.65	4.732	8.6	"Fandriana"	"Samuelson"
"WEI9"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	"tr.m"	65	63.45	42.451	58.2	"Fandriana"	"Samuelson"
"WEI5"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	"tr.m"	48	51.45	11.688	17	"Fandriana"	"Samuelson"
"WEI7"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	"tr.m"	87	88.75	16.012	22.3	"Fandriana"	"Samuelson"
"WEI6"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	"tr.m"	65	68.45	25.233	34.6	"Fandriana"	"Samuelson"
"WEI3"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	"tr.m"	29	32.05	5.066	7.8	"Fandriana"	"Samuelson"
"WEI1"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	"tr.m"	40	41.65	27.191	40.7	"Fandriana"	"Samuelson"
"WEI4"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	"tr.h"	167	173.55	16.804	26.6	"Fandriana"	"Samuelson"
"WEI2"	"Cunoniaceae"	"Weinmannia"	"Weinmannia sp."	"tr.h"	35	36.55	4.43	8	"Fandriana"	"Samuelson"
