"Tree"	"Family"	"Genus"	"Species"	"TreePart"	"MoistWeight"	"MoistVol1"	"DryWeight"	"MoistVol2"	"Site"	"Worker"
"Rap3"	"Myrsinaceae"	"Oncostemum"	"Oncostemum sp."	"br"	258	235.55	7.96	17	"Bealanana"	"Hasina"
"Rap3"	"Myrsinaceae"	"Oncostemum"	"Oncostemum sp."	"tr.b"	331	360.1	10.63	19	"Bealanana"	"Hasina"
"Rap3"	"Myrsinaceae"	"Oncostemum"	"Oncostemum sp."	"tr.h"	262	245.4	7.99	14.9	"Bealanana"	"Hasina"
"Rap3"	"Myrsinaceae"	"Oncostemum"	"Oncostemum sp."	"tr.m"	269	277.1	8.77	16.5	"Bealanana"	"Hasina"
"Rap4"	"Myrsinaceae"	"Oncostemum"	"Oncostemum sp."	"br"	245	221.2	8.52	16.5	"Bealanana"	"Hasina"
"Rap4"	"Myrsinaceae"	"Oncostemum"	"Oncostemum sp."	"tr.b"	375	337.25	10.27	18.8	"Bealanana"	"Hasina"
"Rap4"	"Myrsinaceae"	"Oncostemum"	"Oncostemum sp."	"tr.h"	352	317.5	8.22	15.6	"Bealanana"	"Hasina"
"Rap4"	"Myrsinaceae"	"Oncostemum"	"Oncostemum sp."	"tr.m"	331	299.5	11.85	21.8	"Bealanana"	"Hasina"
"Eug2"	"Myrtaceae"	"Eugenia"	"Eugenia bernieri"	"br"	220	193.35	10.62	18.3	"Bealanana"	"Hasina"
"Eug2"	"Myrtaceae"	"Eugenia"	"Eugenia bernieri"	"tr.b"	649	615.25	14.7	27.7	"Bealanana"	"Hasina"
"Eug2"	"Myrtaceae"	"Eugenia"	"Eugenia bernieri"	"tr.h"	536	502.1	11.82	18.7	"Bealanana"	"Hasina"
"Eug2"	"Myrtaceae"	"Eugenia"	"Eugenia bernieri"	"tr.m"	525	571	13.66	27.8	"Bealanana"	"Hasina"
"Eug7"	"Myrtaceae"	"Eugenia"	"Eugenia bernieri"	"br"	79	67.5	33.29	67.5	"Bealanana"	"Hasina"
"Eug7"	"Myrtaceae"	"Eugenia"	"Eugenia bernieri"	"tr.b"	322	284.6	10	16.8	"Bealanana"	"Hasina"
"Eug7"	"Myrtaceae"	"Eugenia"	"Eugenia bernieri"	"tr.h"	234	209.3	7.92	16	"Bealanana"	"Hasina"
"Eug7"	"Myrtaceae"	"Eugenia"	"Eugenia bernieri"	"tr.m"	278	250.85	11.83	19.6	"Bealanana"	"Hasina"
"Eug3"	"Myrtaceae"	"Eugenia"	"Eugenia emirnensis"	"br"	122	187.3	7.85	12.9	"Bealanana"	"Hasina"
"Eug3"	"Myrtaceae"	"Eugenia"	"Eugenia emirnensis"	"tr.b"	221	362.9	12.06	20.9	"Bealanana"	"Hasina"
"Eug3"	"Myrtaceae"	"Eugenia"	"Eugenia emirnensis"	"tr.h"	216	286.95	9.78	16.5	"Bealanana"	"Hasina"
"Eug3"	"Myrtaceae"	"Eugenia"	"Eugenia emirnensis"	"tr.m"	254	426.85	13.54	23.9	"Bealanana"	"Hasina"
"Eug6"	"Myrtaceae"	"Eugenia"	"Eugenia emirnensis"	"br"	186	161.35	8.63	14.8	"Bealanana"	"Hasina"
"Eug6"	"Myrtaceae"	"Eugenia"	"Eugenia emirnensis"	"tr.b"	440	412.45	12.72	22.3	"Bealanana"	"Hasina"
"Eug6"	"Myrtaceae"	"Eugenia"	"Eugenia emirnensis"	"tr.h"	245	229.7	7.29	14.9	"Bealanana"	"Hasina"
"Eug6"	"Myrtaceae"	"Eugenia"	"Eugenia emirnensis"	"tr.m"	365	335.35	11.11	20.6	"Bealanana"	"Hasina"
"Eug10"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"br"	500	465.5	21.65	32.8	"Bealanana"	"Hasina"
"Eug10"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.b"	430	392.8	15.3	23.3	"Bealanana"	"Hasina"
"Eug10"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.h"	397	384.35	15.15	22.9	"Bealanana"	"Hasina"
"Eug10"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.m"	370	324.75	14.35	21.5	"Bealanana"	"Hasina"
"EUG4"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"br"	102	103.75	10.842	18.4	"Fandriana"	"Samuelson"
"EUG7"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"br"	102	104.95	11.574	18.6	"Fandriana"	"Samuelson"
"EUG2"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"br"	14	13.35	9.759	13.7	"Fandriana"	"Samuelson"
"EUG8"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"br"	54	54.65	21.278	26.3	"Fandriana"	"Samuelson"
"EUG1"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"br"	19	23.35	2.997	5.4	"Fandriana"	"Samuelson"
"EUG6"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"br"	40	37.85	30.648	38	"Fandriana"	"Samuelson"
"EUG9"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"br"	26	26.45	11.554	26.3	"Fandriana"	"Samuelson"
"EUG3"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"br"	9	10.25	6.723	10.1	"Fandriana"	"Samuelson"
"EUG5"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"br"	46	51.45	18.22	25.5	"Fandriana"	"Samuelson"
"EUG4"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.b"	363	339.85	11.508	17.2	"Fandriana"	"Samuelson"
"EUG7"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.b"	308	295.45	52.874	78.4	"Fandriana"	"Samuelson"
"EUG1"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.b"	107	102.55	14.066	20.8	"Fandriana"	"Samuelson"
"EUG2"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.b"	280	262.45	22.781	29.4	"Fandriana"	"Samuelson"
"EUG5"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.b"	102	98.55	13.656	18.2	"Fandriana"	"Samuelson"
"EUG8"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.b"	146	135.85	42.908	55.3	"Fandriana"	"Samuelson"
"EUG3"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.b"	24	22.85	18.162	22.6	"Fandriana"	"Samuelson"
"EUG6"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.b"	79	76.45	22.693	27.2	"Fandriana"	"Samuelson"
"EUG9"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.b"	76	78.35	27.519	35.6	"Fandriana"	"Samuelson"
"EUG4"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.m"	240	230.85	18.307	27.3	"Fandriana"	"Samuelson"
"EUG7"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.m"	238	231.95	57.071	90.6	"Fandriana"	"Samuelson"
"EUG8"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.m"	131	119.95	45.618	55.3	"Fandriana"	"Samuelson"
"EUG1"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.m"	69	71.35	0.917	16.1	"Fandriana"	"Samuelson"
"EUG3"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.m"	21	19.45	14.23	19.8	"Fandriana"	"Samuelson"
"EUG2"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.m"	107	101.85	44.419	58.1	"Fandriana"	"Samuelson"
"EUG9"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.m"	79	79.05	22.025	29.9	"Fandriana"	"Samuelson"
"EUG6"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.m"	54	49.05	13.191	16.4	"Fandriana"	"Samuelson"
"EUG5"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.m"	68	72.15	5.882	8.5	"Fandriana"	"Samuelson"
"EUG1"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.h"	46	46.65	3.279	5.5	"Fandriana"	"Samuelson"
"EUG7"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.h"	269	297.45	39.468	68.6	"Fandriana"	"Samuelson"
"EUG8"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.h"	58	54.55	40.698	54.5	"Fandriana"	"Samuelson"
"EUG9"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.h"	65	61.25	11.39	15.4	"Fandriana"	"Samuelson"
"EUG3"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.h"	19	22.25	15.775	21.6	"Fandriana"	"Samuelson"
"EUG4"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.h"	198	212.55	7.085	11	"Fandriana"	"Samuelson"
"EUG6"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.h"	35	35.55	25.935	31.9	"Fandriana"	"Samuelson"
"EUG2"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.h"	48	51.15	6.86	9.7	"Fandriana"	"Samuelson"
"EUG5"	"Myrtaceae"	"Eugenia"	"Eugenia sp."	"tr.h"	39	44.45	7.884	11.4	"Fandriana"	"Samuelson"
"Syz1"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"tr.h"	39	32	5.767	8.6	"Ivohibe"	"Zafyson"
"Syz1"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"tr.m"	64	53	5.341	8.3	"Ivohibe"	"Zafyson"
"Syz1"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"tr.b"	99	82	5.759	9	"Ivohibe"	"Zafyson"
"Syz1"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"br"	20	17	4.505	7	"Ivohibe"	"Zafyson"
"Syz2"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"tr.h"	40	33	6.046	8.9	"Ivohibe"	"Zafyson"
"Syz2"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"tr.m"	60	50	8.069	11.2	"Ivohibe"	"Zafyson"
"Syz2"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"tr.b"	73	60	6.539	9.1	"Ivohibe"	"Zafyson"
"Syz2"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"br"	23	19	5.623	8	"Ivohibe"	"Zafyson"
"Syz3"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"tr.h"	32	26	4.61	7.2	"Ivohibe"	"Zafyson"
"Syz3"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"tr.m"	63	51	6.427	10	"Ivohibe"	"Zafyson"
"Syz3"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"tr.b"	106	88	5.061	7.9	"Ivohibe"	"Zafyson"
"Syz3"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"br"	26	22	5.595	8.3	"Ivohibe"	"Zafyson"
"Syz4"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"tr.h"	64	51	6.618	9.6	"Ivohibe"	"Zafyson"
"Syz4"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"tr.m"	48	39	5.248	7.8	"Ivohibe"	"Zafyson"
"Syz4"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"tr.b"	62	50	6.198	8.7	"Ivohibe"	"Zafyson"
"Syz4"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"br"	34	28	3.448	4.9	"Ivohibe"	"Zafyson"
"Syz5"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"tr.h"	37	30	4.748	6.6	"Ivohibe"	"Zafyson"
"Syz5"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"tr.m"	55	45	6.756	9.4	"Ivohibe"	"Zafyson"
"Syz5"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"tr.b"	63	51	6.22	8.9	"Ivohibe"	"Zafyson"
"Syz5"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"br"	38	31	6.096	8.6	"Ivohibe"	"Zafyson"
"Syz6"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"tr.h"	56	46	5.227	7.5	"Ivohibe"	"Zafyson"
"Syz6"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"tr.m"	68	55	5.964	8.3	"Ivohibe"	"Zafyson"
"Syz6"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"tr.b"	69	56	4.567	6.6	"Ivohibe"	"Zafyson"
"Syz6"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"br"	50	40	5.46	7.7	"Ivohibe"	"Zafyson"
"Syz7"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"tr.h"	105	86	7.193	10	"Ivohibe"	"Zafyson"
"Syz7"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"tr.m"	102	82	5.098	7.3	"Ivohibe"	"Zafyson"
"Syz7"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"tr.b"	98	82	6.202	9	"Ivohibe"	"Zafyson"
"Syz7"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"br"	97	79	5.84	8.1	"Ivohibe"	"Zafyson"
"Syz8"	"Myrtaceae"	"Syzygium"	"Syzygium sp"	"tr.h"	75	61	5.163	7.8	"Ivohibe"	"Zafyson"
"Syz8"	"Myrtaceae"	"Syzygium"	"Syzygium sp"	"tr.m"	64	51	5.487	8.6	"Ivohibe"	"Zafyson"
"Syz8"	"Myrtaceae"	"Syzygium"	"Syzygium sp"	"tr.b"	55	46	5.104	7.9	"Ivohibe"	"Zafyson"
"Syz8"	"Myrtaceae"	"Syzygium"	"Syzygium sp"	"br"	57	47	5.356	8.1	"Ivohibe"	"Zafyson"
"Syz9"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"tr.h"	86	71	6.385	9.1	"Ivohibe"	"Zafyson"
"Syz9"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"tr.m"	88	72	8.053	11.4	"Ivohibe"	"Zafyson"
"Syz9"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"tr.b"	75	62	8.026	11.8	"Ivohibe"	"Zafyson"
"Syz9"	"Myrtaceae"	"Syzygium"	"Syzygium emirnensis"	"br"	108	90	9.25	12.8	"Ivohibe"	"Zafyson"
"CAM5"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	"br"	46	37.35	17.462	23.1	"Fandriana"	"Samuelson"
"CAM1"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	"br"	17	17.45	11.408	12	"Fandriana"	"Samuelson"
"CAM3"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	"br"	15	11.85	8.64	10.9	"Fandriana"	"Samuelson"
"CAM4"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	"br"	13	12.55	7.333	9	"Fandriana"	"Samuelson"
"CAM6"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	"br"	25	23.85	9.851	12.2	"Fandriana"	"Samuelson"
"CAM2"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	"br"	14	13.95	10.325	13.8	"Fandriana"	"Samuelson"
"CAM1"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	"tr.b"	97	98.95	34.075	42.7	"Fandriana"	"Samuelson"
"CAM6"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	"tr.b"	110	94.85	15.521	20	"Fandriana"	"Samuelson"
"CAM5"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	"tr.b"	93	84.25	26.562	35.7	"Fandriana"	"Samuelson"
"CAM3"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	"tr.b"	47	43.25	10.523	13	"Fandriana"	"Samuelson"
"CAM4"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	"tr.b"	42	38.95	31.846	38.5	"Fandriana"	"Samuelson"
"CAM2"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	"tr.b"	49	44.35	18.164	20.6	"Fandriana"	"Samuelson"
"CAM3"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	"tr.m"	35	34.85	26.936	34.4	"Fandriana"	"Samuelson"
"CAM5"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	"tr.m"	50	43.95	15.017	20.7	"Fandriana"	"Samuelson"
"CAM6"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	"tr.m"	86	79.45	11.721	15.7	"Fandriana"	"Samuelson"
"CAM1"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	"tr.m"	65	63.05	30.437	40.2	"Fandriana"	"Samuelson"
"CAM2"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	"tr.m"	37	34.15	8.906	11.1	"Fandriana"	"Samuelson"
"CAM4"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	"tr.m"	37	36.85	24.43	31.5	"Fandriana"	"Samuelson"
"CAM5"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	"tr.h"	53	46.85	13.541	18.5	"Fandriana"	"Samuelson"
"CAM3"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	"tr.h"	33	30.65	5.435	7.7	"Fandriana"	"Samuelson"
"CAM1"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	"tr.h"	57	54.85	15.831	22	"Fandriana"	"Samuelson"
"CAM6"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	"tr.h"	83	76.05	13.196	17.3	"Fandriana"	"Samuelson"
"CAM2"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	"tr.h"	31	28.95	21.997	28.8	"Fandriana"	"Samuelson"
"CAM4"	"Ochnaceae"	"Campylospermum"	"Campylospermum sp."	"tr.h"	33	30.95	25.784	30.8	"Fandriana"	"Samuelson"
"Nor1"	"Oleaceae"	"Noronhia"	"Noronhia linocerioides"	"br"	371	322.3	15	18.7	"Bealanana"	"Hasina"
"Nor1"	"Oleaceae"	"Noronhia"	"Noronhia linocerioides"	"tr.b"	526	453.1	24.35	28.8	"Bealanana"	"Hasina"
"Nor1"	"Oleaceae"	"Noronhia"	"Noronhia linocerioides"	"tr.h"	411	368.75	19.96	25.5	"Bealanana"	"Hasina"
"Nor1"	"Oleaceae"	"Noronhia"	"Noronhia linocerioides"	"tr.m"	377	332.35	17.95	23.4	"Bealanana"	"Hasina"
"Nor2"	"Oleaceae"	"Noronhia"	"Noronhia linocerioides"	"br"	267	227.9	11.79	14.8	"Bealanana"	"Hasina"
"Nor2"	"Oleaceae"	"Noronhia"	"Noronhia linocerioides"	"tr.b"	382	334.2	20.06	24.4	"Bealanana"	"Hasina"
"Nor2"	"Oleaceae"	"Noronhia"	"Noronhia linocerioides"	"tr.h"	269	238.5	20.99	24.9	"Bealanana"	"Hasina"
"Nor2"	"Oleaceae"	"Noronhia"	"Noronhia linocerioides"	"tr.m"	380	342.8	22.12	28.7	"Bealanana"	"Hasina"
"Nor3"	"Oleaceae"	"Noronhia"	"Noronhia linocerioides"	"br"	294	253.8	15.66	20	"Bealanana"	"Hasina"
"Nor3"	"Oleaceae"	"Noronhia"	"Noronhia linocerioides"	"tr.b"	232	200.2	18.26	22.2	"Bealanana"	"Hasina"
"Nor3"	"Oleaceae"	"Noronhia"	"Noronhia linocerioides"	"tr.h"	214	184.8	21.85	27.3	"Bealanana"	"Hasina"
"Nor3"	"Oleaceae"	"Noronhia"	"Noronhia linocerioides"	"tr.m"	216	180	16.78	20.4	"Bealanana"	"Hasina"
"Nor4"	"Oleaceae"	"Noronhia"	"Noronhia linocerioides"	"br"	211	176.3	19.36	22.8	"Bealanana"	"Hasina"
"Nor4"	"Oleaceae"	"Noronhia"	"Noronhia linocerioides"	"tr.b"	348	297.3	15.09	17.8	"Bealanana"	"Hasina"
"Nor4"	"Oleaceae"	"Noronhia"	"Noronhia linocerioides"	"tr.h"	212	182.5	16.12	19.3	"Bealanana"	"Hasina"
"Nor4"	"Oleaceae"	"Noronhia"	"Noronhia linocerioides"	"tr.m"	232	200.8	18.68	22.6	"Bealanana"	"Hasina"
"Nor5"	"Oleaceae"	"Noronhia"	"Noronhia linocerioides"	"br"	270	228.2	11.91	16.9	"Bealanana"	"Hasina"
"Nor5"	"Oleaceae"	"Noronhia"	"Noronhia linocerioides"	"tr.b"	501	421.7	22.07	29	"Bealanana"	"Hasina"
"Nor5"	"Oleaceae"	"Noronhia"	"Noronhia linocerioides"	"tr.h"	402	363.2	21.53	32.6	"Bealanana"	"Hasina"
"Nor5"	"Oleaceae"	"Noronhia"	"Noronhia linocerioides"	"tr.m"	342	300.2	17.45	23.7	"Bealanana"	"Hasina"
"Nor6"	"Oleaceae"	"Tisonia"	"Tisonia coriacea"	"br"	305	269.5	21.01	25.7	"Bealanana"	"Hasina"
"Nor6"	"Oleaceae"	"Tisonia"	"Tisonia coriacea"	"tr.b"	381	357.7	16.31	22.7	"Bealanana"	"Hasina"
"Nor6"	"Oleaceae"	"Tisonia"	"Tisonia coriacea"	"tr.h"	468	437.95	12.88	17.7	"Bealanana"	"Hasina"
"Nor6"	"Oleaceae"	"Tisonia"	"Tisonia coriacea"	"tr.m"	294	263.8	18.03	23.1	"Bealanana"	"Hasina"
"Amp3"	"Rhamnaceae"	"Bathiorhamnus"	"Bathiorhamnus sp."	"br"	297	294.1	12.13	22.2	"Bealanana"	"Hasina"
"Amp3"	"Rhamnaceae"	"Bathiorhamnus"	"Bathiorhamnus sp."	"tr.b"	276	271.9	8.87	15.3	"Bealanana"	"Hasina"
"Amp3"	"Rhamnaceae"	"Bathiorhamnus"	"Bathiorhamnus sp."	"tr.h"	264	257.4	10.28	18.7	"Bealanana"	"Hasina"
"Amp3"	"Rhamnaceae"	"Bathiorhamnus"	"Bathiorhamnus sp."	"tr.m"	191	192.05	13.53	21.3	"Bealanana"	"Hasina"
"D1"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"br"	14.357	13.6	9.125	13.6	"Fort-Dauphin-Moist"	"Sarobidy"
"D1"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"tr.b"	20.664	18.6	12.514	18.6	"Fort-Dauphin-Moist"	"Sarobidy"
"D1"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"tr.m"	13.167	12.7	8.02	12.7	"Fort-Dauphin-Moist"	"Sarobidy"
"D1"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"tr.h"	13.785	13.5	8.28	13.5	"Fort-Dauphin-Moist"	"Sarobidy"
"D2"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"br"	10.593	9.8	6.59	9.8	"Fort-Dauphin-Moist"	"Sarobidy"
"D2"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"tr.b"	13.746	13.4	9.118	13.4	"Fort-Dauphin-Moist"	"Sarobidy"
"D2"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"tr.m"	13.619	13.2	9.339	13.2	"Fort-Dauphin-Moist"	"Sarobidy"
"D2"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"tr.h"	10.902	9.5	6.603	9.5	"Fort-Dauphin-Moist"	"Sarobidy"
"D3"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"br"	10.033	9.3	6.644	9.3	"Fort-Dauphin-Moist"	"Sarobidy"
"D3"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"tr.b"	17.335	15.9	11.548	15.9	"Fort-Dauphin-Moist"	"Sarobidy"
"D3"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"tr.m"	16.834	15.5	11.306	15.5	"Fort-Dauphin-Moist"	"Sarobidy"
"D3"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"tr.h"	15.519	14.5	9.961	14.5	"Fort-Dauphin-Moist"	"Sarobidy"
"D4"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"br"	8.101	7.4	5.171	7.4	"Fort-Dauphin-Moist"	"Sarobidy"
"D4"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"tr.b"	13.673	12.9	9.925	12.9	"Fort-Dauphin-Moist"	"Sarobidy"
"D4"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"tr.m"	15.995	15	10.466	15	"Fort-Dauphin-Moist"	"Sarobidy"
"D4"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"tr.h"	10.884	10.3	7.649	10.3	"Fort-Dauphin-Moist"	"Sarobidy"
"D5"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"br"	9.708	9.1	5.397	9.1	"Fort-Dauphin-Moist"	"Sarobidy"
"D5"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"tr.b"	15.6	15.1	9.001	15.1	"Fort-Dauphin-Moist"	"Sarobidy"
"D5"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"tr.m"	12.654	12.9	7.787	12.9	"Fort-Dauphin-Moist"	"Sarobidy"
"D5"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"tr.h"	17.769	16.5	9.741	16.5	"Fort-Dauphin-Moist"	"Sarobidy"
"D6"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"br"	9.212	8.5	5.814	8.5	"Fort-Dauphin-Moist"	"Sarobidy"
"D6"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"tr.b"	16.004	15.7	10.43	15.7	"Fort-Dauphin-Moist"	"Sarobidy"
"D6"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"tr.m"	13.974	14.2	8.972	14.2	"Fort-Dauphin-Moist"	"Sarobidy"
"D6"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"tr.h"	12.618	12.6	8.39	12.6	"Fort-Dauphin-Moist"	"Sarobidy"
"D7"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"br"	20.692	9.7	16.564	9.7	"Fort-Dauphin-Moist"	"Sarobidy"
"D7"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"tr.b"	17.882	16.9	10.982	16.9	"Fort-Dauphin-Moist"	"Sarobidy"
"D7"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"tr.m"	16.982	16.7	10.534	16.7	"Fort-Dauphin-Moist"	"Sarobidy"
"D7"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"tr.h"	18.221	15.9	10.131	15.9	"Fort-Dauphin-Moist"	"Sarobidy"
"D8"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"br"	12.069	10.7	7.307	10.7	"Fort-Dauphin-Moist"	"Sarobidy"
"D8"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"tr.b"	17.504	16.9	10.764	16.9	"Fort-Dauphin-Moist"	"Sarobidy"
"D8"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"tr.m"	15.18	14.5	8.936	14.5	"Fort-Dauphin-Moist"	"Sarobidy"
"D8"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"tr.h"	17.675	16.2	10.929	16.2	"Fort-Dauphin-Moist"	"Sarobidy"
"D9"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"br"	13.792	12.1	8.723	12.1	"Fort-Dauphin-Moist"	"Sarobidy"
"D9"	"Rubiaceae"	"Hypêracanthus"	"Hyperacanthus sp."	"tr.b"	17.586	15.8	11.063	15.8	"Fort-Dauphin-Moist"	"Sarobidy"
